userId,movieId
8,4466
8,653
8,2600
8,420
8,5026
8,1304
8,2596
8,4643
8,1210
8,2110
8,3359
8,832
8,4963
8,1228
8,4980
8,784
8,5008
8,3671
8,4366
8,1626
8,4571
8,1499
8,44
8,2474
8,1292
8,3147
8,3091
8,3016
8,3868
8,585
8,912
8,5064
8,2193
8,5125
8,3146
8,1882
9,4878
9,1079
9,2396
9,4848
9,4370
9,2858
9,1304
9,1246
9,1
9,4103
9,1197
9,4246
9,3969
9,1207
9,2640
9,2395
9,5013
9,5299
9,4979
9,1262
9,6568
9,6539
9,4226
9,1527
9,4308
9,5151
9,4367
9,6157
9,5380
9,3948
9,5989
9,3717
9,5016
9,2245
9,1188
9,3967
9,1653
9,1391
9,4306
9,4973
9,4896
9,7153
9,750
9,4014
9,5349
9,3114
9,5378
9,342
9,4886
9,6333
9,3793
9,4963
9,5816
9,4027
9,5445
9,2324
9,4993
9,3538
9,5459
9,497
9,5872
9,1183
9,1676
9,3996
9,4881
9,5991
9,594
10,150
10,588
10,349
10,153
10,590
10,593
10,380
10,457
10,592
10,165
11,4238
11,1370
11,750
11,784
11,50601
11,1276
11,57353
11,59107
11,4052
11,57528
11,56757
11,45672
11,52458
11,2028
11,527
11,5989
11,1573
11,60069
11,59900
11,37653
11,59501
11,60397
11,58103
11,364
11,46948
11,1089
11,62081
11,55830
11,6870
11,59369
11,52328
11,53129
11,47629
11,52952
11,6058
11,55116
11,54780
11,53322
11,54736
11,520
11,55094
11,36513
11,59256
11,50068
11,53921
11,58295
11,59362
11,55946
11,48043
11,34
11,32
11,47394
11,59387
11,58303
11,60126
11,4963
11,53550
11,55118
11,55286
11,53318
11,356
11,1127
11,48304
11,55729
11,55232
11,4226
11,58162
11,7439
11,58078
11,27700
11,52644
11,55080
11,231
11,51255
11,54997
11,61132
11,6539
11,593
11,56156
11,6377
11,55814
11,49272
11,58025
11,3555
11,53953
11,55290
11,8665
11,61323
11,43679
11,56367
11,58806
11,54259
11,500
11,55276
11,4878
11,6942
11,56782
11,52694
11,54286
11,47
11,3409
11,58306
11,296
11,6624
11,52281
11,48326
11,37727
11,4022
11,2054
11,54503
11,40148
11,344
11,51091
11,61248
11,33794
11,736
11,59016
11,53125
11,60753
11,57669
11,4973
11,4027
11,54787
11,59103
11,52448
11,47518
11,55052
11,56941
11,2959
11,50872
11,54775
11,165
11,48516
11,7153
11,53996
11,52973
11,56171
11,33437
11,56145
11,4993
11,56587
11,56775
11,59315
11,5418
11,56633
11,318
11,4995
11,2571
11,47610
11,7361
11,47642
11,1265
11,49280
11,58975
11,49910
11,54999
11,1073
11,55995
11,53207
11,3513
11,55247
11,5064
11,58559
11,59141
11,42013
11,40339
11,1721
11,64957
11,3408
11,45442
11,48774
11,52321
11,56174
11,1923
11,52245
11,480
11,63853
11,48780
11,7347
11,52712
11,52975
11,50794
12,1264
12,1233
12,608
12,1279
12,593
12,162
12,1285
12,2266
12,2348
12,2739
12,1197
12,1111
12,2716
12,2312
12,866
12,1263
12,1224
12,1610
12,441
12,2858
12,97
12,1641
12,301
12,1196
12,535
12,322
12,899
12,337
12,595
12,1721
12,2248
12,246
12,363
12,555
12,73
12,1354
12,1682
12,1023
12,2268
12,2416
12,3079
12,497
12,1635
12,1225
12,29
12,1172
12,1658
12,307
12,446
12,2702
12,2243
12,2987
12,2193
12,903
12,1673
12,1214
12,1617
12,2419
12,17
12,194
12,235
12,1499
12,47
12,1089
12,260
12,1299
12,2252
12,1962
12,1584
12,1537
12,334
12,2985
12,125
12,1185
12,1784
12,1207
12,778
12,1545
12,1293
12,2333
12,940
12,1914
12,1273
12,1184
12,926
12,1799
12,953
12,293
12,1
12,735
12,549
12,2355
12,2571
12,2580
12,1086
12,501
12,589
12,309
12,969
12,1923
12,1954
12,4424
12,1625
12,1059
12,2840
12,356
12,123
12,581
12,1280
12,1794
12,2692
12,1221
12,1206
12,2174
12,750
12,160
12,1961
12,1234
12,32
12,2520
12,2363
12,1639
12,2263
12,1394
12,1277
12,1704
12,2095
12,1148
12,1147
12,2081
12,2302
12,2916
12,1672
12,1648
12,1132
12,157
12,800
12,1217
12,994
12,2108
12,1230
12,912
12,1683
12,2871
12,728
12,1684
12,1643
12,2291
12,1834
12,1356
12,541
12,1517
12,1270
12,16
12,1358
12,2331
12,2020
12,1892
12,2997
12,1198
12,2064
12,2136
12,247
12,296
12,198
12,348
12,1289
12,2150
12,2657
12,475
12,290
12,1208
12,1730
12,1242
12,1216
12,3052
12,1036
12,1219
12,176
12,1199
12,1678
12,150
12,1246
12,1192
12,1240
12,273
12,1952
12,1211
12,1701
12,1674
12,175
12,1883
12,1291
12,318
12,492
12,1449
12,1080
12,1719
13,43560
13,1911
13,58047
13,3258
13,56607
13,2431
13,3444
13,6957
13,1965
14,293
14,318
14,2959
14,168252
15,68157
15,1214
15,348
15,3066
15,1080
15,32587
15,6807
15,1291
15,1036
15,362
15,6502
15,68358
15,8665
15,55247
15,54997
15,31878
15,55118
15,5903
15,2716
15,1233
15,6874
15,4027
15,1200
15,44191
15,969
15,2108
15,65596
15,68954
15,1197
15,51662
15,1262
15,838
15,81834
15,6448
15,3252
15,69481
15,3265
15,1196
15,2194
15,1240
15,1580
15,1278
15,1304
15,3555
15,1287
15,441
15,27831
15,3504
15,2947
15,599
15,91529
15,6711
15,2797
15,4886
15,59315
15,88744
15,76251
15,8961
15,4979
15,2959
15,1220
15,3037
15,1527
15,7090
15,8949
15,541
15,93838
15,72998
15,2944
15,4855
15,46578
15,7022
15,3508
15,90600
15,1079
15,59369
15,5418
15,58559
15,2529
15,1303
15,49530
15,41997
15,8169
15,1234
15,3507
15,26172
15,3384
15,1831
15,58295
15,2728
15,1960
15,85354
15,3703
15,8132
15,1378
15,2028
15,4973
15,2571
15,71535
15,3836
15,296
15,349
15,555
15,79702
15,745
15,6016
15,2871
15,69524
15,39381
15,750
15,34405
15,6377
15,1953
15,1394
15,778
15,50872
15,27728
15,7076
15,1784
15,3578
15,1610
15,81229
15,3267
15,107
15,91500
15,589
15,38061
15,3868
15,89745
15,2401
15,608
15,1265
15,3361
15,55765
15,60684
15,1198
15,1188
15,62849
15,6893
15,3671
15,3681
15,51255
15,66297
15,2300
15,4262
15,7802
15,1148
15,27869
15,3654
15,4011
15,260
15,135
15,2502
15,4881
15,2692
15,2072
15,44195
15,2542
15,2951
15,6947
15,531
15,733
15,1249
15,93510
15,7143
15,54286
15,5060
15,86142
15,2997
15,3996
15,1093
15,1954
15,5010
15,5445
15,88125
15,1208
15,36529
15,5899
15,7438
15,46976
15,2918
16,5254
16,80463
16,84772
16,3300
16,55232
16,480
16,88744
16,3917
16,8464
16,968
16,1222
16,122904
16,95875
16,60684
16,589
16,1682
16,93563
16,135569
16,7153
16,119145
16,8861
16,48774
16,34405
16,32
16,1208
16,108945
16,1089
16,6731
16,112623
16,1240
16,1210
16,1884
16,48394
16,54286
16,89470
16,1261
16,3275
16,260
16,48516
16,4553
16,68954
16,4262
16,56174
16,8644
16,102070
16,98122
16,50
16,4011
16,4239
16,380
16,296
16,1320
16,72998
16,112852
16,5853
16,2455
16,7387
16,79057
16,2997
16,115713
16,82461
16,7984
16,62733
16,111759
16,90345
16,44191
16,96737
16,1690
16,1982
16,114180
16,27846
16,2571
16,101864
16,8501
16,80862
16,31658
16,5989
16,87232
16,1653
16,122892
16,1732
16,2174
16,1198
16,1200
16,55820
16,1206
16,111235
16,2959
16,106920
16,103042
16,4995
16,6537
16,2662
16,2858
16,103228
16,3018
16,112552
16,5903
16,110102
16,593
16,3527
16,68791
16,111362
16,94864
16,2528
16,1196
16,6502
16,1676
16,1270
16,2288
16,3703
16,84954
16,5669
16,42738
16,79592
16,54881
16,3702
16,1080
16,94777
16,1214
16,4226
16,3147
16,1241
16,120466
16,134130
16,924
16,1129
16,2329
16,3698
16,1255
16,103253
16,79132
16,2105
16,1291
16,3868
16,68358
16,5445
16,135567
16,134853
16,71282
16,1321
16,318
16,3704
16,37386
16,1288
16,73268
17,1753
17,4155
17,4228
17,4159
17,593
17,4247
17,1089
17,356
17,4149
17,4239
17,4226
17,4020
17,4745
17,2109
17,3210
17,4161
17,4270
17,597
17,4023
18,1193
18,3005
18,1270
18,912
18,1295
19,3868
19,1175
19,2108
19,1292
19,2160
19,880
19,2371
19,327
19,1411
19,481
19,2109
19,1125
20,4306
20,161
20,3869
20,51662
20,59900
20,919
20,364
20,1230
20,122920
20,66934
20,91077
20,911
20,139863
20,4223
20,54001
20,74789
20,96079
20,1210
20,86882
20,5299
20,899
20,2010
20,4027
20,79132
20,1234
20,5971
20,40815
20,34048
20,103042
20,2294
20,7153
20,7034
20,6584
20,2124
20,1907
20,49272
20,139861
20,5349
20,4016
20,33794
20,4963
20,1517
20,6662
20,117861
20,2087
20,4973
20,2078
20,1148
20,6539
20,64620
20,4979
20,89302
20,1704
20,128360
20,60069
20,83349
20,260
20,152081
20,551
20,46530
20,3481
20,67997
20,1025
20,6579
20,1031
20,2959
20,90866
20,136020
20,1
20,1527
20,2081
20,65261
20,31878
20,7367
20,58559
20,741
20,69604
20,59315
20,72011
20,5481
20,68954
20,98809
20,80834
20,344
20,2617
20,60950
20,61323
20,69757
20,8464
20,8368
20,4754
20,3147
20,111589
20,4886
20,345
20,48385
20,2843
20,5816
20,4993
20,1617
20,1732
20,6440
20,1485
20,95654
20,72226
20,30793
20,912
20,3114
20,113345
20,1136
20,4896
20,95311
20,7762
20,72998
20,7361
20,6874
20,54272
20,2141
20,480
20,520
20,5618
20,128520
20,3793
20,4881
20,39
20,2394
20,3752
20,33493
20,2657
20,4246
20,53894
20,134853
20,2089
20,296
20,52885
20,135456
20,5989
20,55442
20,50872
20,2291
20,3176
20,6365
20,46578
20,4728
20,2628
20,166528
20,71464
20,81845
20,82459
20,7323
20,111587
20,7373
20,6283
20,5669
20,79702
20,1688
20,2700
20,111364
20,106696
20,1265
20,1221
20,595
20,1573
20,48059
20,118696
20,1028
20,3671
20,168434
20,122886
20,920
20,91622
20,150548
20,113315
20,3408
20,1080
20,150
20,70286
20,5952
20,97913
20,26491
20,148855
20,80463
20,168612
20,2701
20,141858
20,59784
20,858
20,76251
20,91529
20,8622
20,56367
20,5902
20,1220
20,6993
20,5459
20,95167
20,1566
20,6377
20,3033
20,2746
20,89745
20,129659
20,367
20,2987
20,1682
20,84954
20,27800
20,370
20,1580
20,3462
20,110102
20,133653
20,2174
20,2716
20,1588
20,117529
21,67867
21,68358
21,53953
21,5418
21,33166
21,68135
21,3006
21,2533
21,2402
21,6383
21,67923
21,2087
21,31696
21,65088
21,3703
21,2136
21,68319
21,519
21,67799
21,4643
21,62374
21,66156
21,33794
21,67197
21,1645
21,2006
22,5445
22,342
22,552
22,3897
22,457
22,2858
22,2683
22,3753
22,2716
22,2054
22,543
22,2657
22,1610
22,2194
22,163
22,2502
22,2571
22,260
22,48
22,2406
22,1396
22,4993
22,5952
22,3114
22,110
22,3751
22,356
22,1380
22,2890
22,1485
23,1198
23,1104
23,3702
23,1956
23,2993
23,4993
23,2116
23,3334
23,1197
23,527
24,3793
24,1970
24,3081
24,3690
24,2395
24,3041
24,1600
24,2871
24,1963
24,2294
24,4124
24,3991
24,2259
24,2797
24,2050
24,2420
24,1080
24,1784
24,608
24,2600
24,1960
24,2959
24,2369
24,2295
24,2404
24,2916
24,1193
24,4109
24,2408
24,3206
24,1542
24,2150
24,2642
24,2194
24,1373
24,1974
24,3512
24,1276
24,1219
24,2162
24,1272
24,3175
24,2471
24,1704
24,550
24,2478
24,2596
24,3019
24,1611
24,307
24,3040
24,443
24,1387
24,1961
24,454
24,3071
24,1307
24,2599
24,3502
24,3363
24,4091
24,36
24,1201
24,1978
24,246
24,1976
24,2000
24,3398
24,2402
24,1266
24,3448
24,1954
24,3255
24,383
24,111
24,1968
24,2321
24,3785
24,3386
24,2615
24,1873
24,2302
24,1298
24,2368
24,2261
24,497
24,1735
24,3328
24,2336
24,1610
24,3961
24,21
24,2457
24,2382
24,1
24,1228
24,2058
24,3646
24,2291
24,416
24,337
24,3267
24,2903
24,1446
24,1376
24,562
24,3250
24,1246
24,1962
24,2989
24,2403
24,2735
24,3707
24,1729
24,1394
24,3939
24,62
24,50
24,1247
24,2794
24,1233
24,2734
24,319
24,2581
24,1673
24,788
24,1441
24,2320
24,1952
24,4041
24,1357
24,3102
24,2105
24,3708
24,4003
24,1986
24,1305
24,2513
24,2917
24,2706
24,3186
24,2915
24,4019
24,1449
24,588
24,3174
24,1969
24,3608
24,858
24,1097
24,1091
24,1912
24,2247
24,1042
24,1036
24,1977
24,2754
24,1186
24,1805
24,1500
24,3198
24,296
24,266
24,2245
24,2145
24,2468
24,1985
24,1895
24,3114
24,1220
24,3683
24,3252
24,1358
24,1983
24,1580
24,4100
24,1090
24,3177
24,574
24,2671
24,58
24,1996
24,733
24,527
24,3142
24,3745
24,3593
24,1354
24,1619
24,3286
24,3148
24,2539
24,1230
24,3868
24,457
24,2792
24,1060
24,2878
24,3271
24,2396
24,4128
24,4034
24,2950
24,2324
24,2253
24,2926
24,2268
24,4031
24,714
24,3476
24,3614
24,1198
24,3510
24,1959
24,440
24,2928
24,4102
24,2791
24,3135
24,1073
24,2435
24,2902
24,2687
24,1245
24,3317
24,26
24,3347
24,2383
24,1231
24,2012
24,1079
24,1089
24,3624
24,2819
24,1972
24,3695
24,3270
24,4067
24,1287
24,3418
24,45
24,2021
24,1979
24,2282
24,377
24,1222
24,2006
24,1527
24,3168
24,2772
24,3431
24,2427
24,4047
24,3394
24,2908
24,778
24,2966
24,1894
24,3298
24,4002
24,541
24,2161
24,1995
24,1271
24,1293
24,1242
24,2771
24,2542
24,1213
24,3452
24,101
24,261
24,2422
24,2193
24,1088
24,2976
24,3671
24,388
24,3682
24,3703
24,6
24,2640
24,1191
24,2406
24,1447
24,2470
24,198
24,417
24,3751
24,1120
24,4008
24,428
24,446
24,2641
24,3108
24,1291
24,1288
24,299
24,1257
24,3422
24,3527
24,3984
24,2329
24,2028
24,2968
24,1989
24,1956
24,3489
24,2572
24,2692
24,2005
24,3033
24,728
24,4125
24,2378
24,2891
24,2517
24,1265
24,3441
24,1389
24,3387
24,2997
24,448
24,372
24,2677
24,553
24,1275
24,3361
24,293
24,2739
24,318
24,3543
24,2301
24,3391
24,1258
24,508
24,3481
24,3197
24,2918
24,3157
24,1268
24,3911
24,2474
24,25
24,4103
24,3087
24,176
24,3101
24,1914
24,2749
24,1326
24,2248
24,3450
24,2100
24,1378
24,3388
24,2405
24,2758
24,1304
24,1225
24,3969
24,412
24,1185
24,1207
24,1408
24,1836
24,3897
24,356
24,1127
24,3147
24,781
24,2952
24,322
24,2147
24,3017
24,1810
24,2348
24,2985
24,233
24,164
24,2115
24,1300
24,785
24,3360
24,1323
24,2770
24,2122
24,2990
24,2394
24,431
24,592
24,194
24,1221
24,1302
24,3578
24,593
24,2151
24,1587
24,4111
24,3809
24,3861
24,3396
24,4126
24,1594
24,2686
24,3412
24,3499
24,2745
24,2410
24,3060
24,2072
24,39
24,3105
24,986
24,1958
24,57
24,648
24,4010
24,3042
24,924
24,2333
24,1466
24,2643
24,1674
24,317
24,3169
24,1488
24,2762
24,2106
24,3534
24,3844
24,2375
24,1393
24,1125
24,112
24,1214
24,597
24,147
24,1721
24,2381
24,3635
24,1084
24,1777
24,86
24,3129
24,1617
24,587
24,2858
24,852
24,441
24,3699
24,994
24,2450
24,3617
24,1054
24,2001
24,1210
24,481
24,1370
24,1375
24,47
24,265
24,3689
24,1101
24,2460
24,590
24,524
24,2717
24,2816
24,2469
24,555
24,1297
24,2355
24,3423
24,3962
24,1984
24,3253
24,2376
24,2352
24,1240
24,16
24,1188
24,2003
24,2991
24,1249
24,3505
24,832
24,2942
24,2305
24,32
24,2380
24,2
24,104
24,4086
24,3556
24,4104
24,17
24,2411
24,904
24,3160
24,34
24,2795
24,2702
24,3755
24,3688
24,1197
24,3591
25,95
25,344
25,292
25,2
25,44
25,432
25,587
25,160
25,480
25,592
25,590
25,597
25,588
25,367
25,593
25,318
25,21
25,339
25,225
25,161
25,19
25,208
25,553
25,10
25,296
25,356
26,2558
26,1923
26,1977
26,3450
27,356
27,3052
27,589
27,2791
27,3098
27,1653
27,2870
27,2959
27,1196
27,1997
27,2795
27,593
27,2571
27,5502
27,858
27,33493
27,48774
27,1198
27,3060
27,2797
27,1221
27,541
27,2291
27,1258
27,2792
27,1103
27,8464
27,2762
27,1210
27,1834
27,904
27,2139
27,6377
27,2628
27,588
27,2174
27,5353
27,318
27,3481
27,47
27,2804
27,53996
27,1197
27,2528
27,50
27,1213
27,457
27,912
27,1
27,2495
27,69
27,1089
27,111
27,1968
27,2916
27,4002
27,1259
27,1304
27,32
27,48385
27,2640
27,608
27,3087
27,6612
28,50
28,82852
28,2959
28,8866
28,79132
28,3440
28,35957
28,1198
28,49347
28,89470
28,58559
28,2641
28,2571
28,1221
28,47124
28,4799
28,36708
28,1515
28,527
28,858
28,1196
28,4226
29,3007
29,296
29,5218
29,1693
29,17
29,4010
29,4713
29,5309
29,914
29,2134
29,3108
29,1688
29,2248
29,2331
29,454
29,2396
29,4678
29,2071
29,5378
29,1029
29,1172
29,1944
29,5445
29,5646
29,342
29,2572
29,4306
29,5349
29,1247
29,3479
29,369
29,3072
29,3210
29,2746
29,3844
29,506
29,4359
29,2065
29,1051
29,2413
29,110
29,527
29,778
29,3436
29,1188
30,3225
30,848
30,2600
30,2333
30,780
30,111
30,788
30,260
30,1721
30,6184
30,3147
30,3578
30,1617
30,2581
30,3005
30,2707
30,2829
30,1580
30,2355
30,3753
30,1219
30,235
30,1898
30,1093
30,3624
30,2571
30,2605
30,3498
30,2336
30,1676
30,3185
30,1343
30,923
30,2916
30,1704
30,2866
30,527
30,608
30,2690
30,2826
30,450
30,3791
30,3298
30,3269
30,1831
30,379
30,3148
30,1527
30,1659
30,3703
30,2541
30,1573
30,1387
30,110
30,3841
30,1914
30,1356
30,2840
30,2997
30,50
30,24
30,1210
30,2712
30,2502
30,480
30,3062
30,2762
30,2028
30,3114
30,1196
30,296
30,2763
30,2959
30,541
30,2716
30,593
30,1917
30,3516
30,2858
30,707
30,3219
30,2881
30,2188
30,1225
30,3481
30,2806
30,858
30,2396
30,2599
30,1198
30,2567
30,2126
30,2316
30,2598
30,1284
30,497
31,2294
31,3755
31,1377
31,520
31,2006
31,2087
31,2018
32,33794
32,89745
32,90405
32,5952
32,586
32,122886
32,79132
32,122900
32,4993
32,81834
32,58559
32,54001
32,59315
32,69844
32,527
32,736
32,117895
32,70286
32,5254
32,91500
32,2571
32,109487
32,2011
32,101864
32,3578
32,88140
32,54286
32,5378
32,88125
32,1196
32,33493
32,51255
32,68954
32,96610
32,1270
32,5219
32,80463
32,122892
32,1682
32,5944
32,1527
32,2916
32,68157
32,1291
32,2028
32,102445
32,111759
32,3623
32,106487
32,3082
32,116823
32,110102
32,4886
32,589
32,114662
32,7153
32,3751
32,48394
32,1036
32,3793
32,260
32,115617
32,106489
32,6539
32,122904
32,98809
33,592
33,344
33,10
33,457
33,153
33,208
33,318
33,246
33,307
33,39
33,253
33,43
33,185
33,329
33,480
33,466
33,337
33,349
33,34
33,306
33,454
33,595
33,377
33,410
33,110
33,161
33,316
33,165
33,588
33,380
33,300
33,370
33,353
33,494
33,292
33,19
33,288
33,296
34,8636
34,161582
34,2000
34,5010
34,174585
34,7387
34,2455
34,68237
34,231
34,2628
34,1210
34,3868
34,1221
34,8644
34,173
34,59315
34,3052
34,5952
34,253
34,2529
34,1961
34,57368
34,1287
34,5445
34,5574
34,344
34,34
34,2105
34,171763
34,2003
34,7143
34,81847
34,356
34,353
34,47
34,1214
34,7458
34,293
34,1391
34,1288
34,1265
34,5995
34,69122
34,31410
34,48774
34,2959
34,1517
34,1036
34,48516
34,3527
34,5418
34,50
34,5266
34,51935
34,1222
34,3702
34,172
34,1197
34,1262
34,2011
34,63082
34,1219
34,2403
34,49272
34,96610
34,60684
34,116797
34,329
34,1291
34,1201
34,89745
34,99114
34,1374
34,8961
34,1
34,54286
34,1090
34,858
34,924
34,2951
34,32587
34,4226
34,1721
34,1953
34,1276
34,260
34,4011
34,3421
34,61240
34,589
34,3869
34,60069
34,1213
34,2985
34,4262
34,4878
34,1266
34,16
34,6
34,7438
34,3300
34,122922
34,1193
34,33162
34,2916
34,2791
34,68157
34,1234
34,1275
34,1200
34,1704
34,48394
34,2291
34,778
34,1299
34,3681
34,1198
34,912
34,2858
34,109374
34,5618
34,143355
34,48385
34,122886
34,1527
34,4306
34,8622
34,3793
34,1641
34,1544
34,318
34,593
34,296
34,166461
34,4886
34,6377
34,6502
34,648
34,1250
34,168252
34,72998
34,1247
34,733
34,1997
34,1387
34,51255
34,1552
34,1209
34,68954
34,4993
34,41569
34,2716
34,8665
34,6874
34,4963
34,1320
34,4855
34,56174
34,55820
34,2542
34,2762
34,2329
34,1228
34,527
34,10
34,4327
34,1263
34,1196
34,608
34,79132
34,6016
34,3039
34,48738
34,27773
34,1676
34,1466
34,1204
34,1968
34,7153
34,208
34,2692
34,1580
34,1199
34,367
34,555
34,33794
34,68358
34,1729
34,69481
34,110
34,165
34,1270
34,70286
34,45499
34,109487
34,2115
34,1129
34,111
34,163645
34,364
34,58559
34,1321
34,780
34,111759
34,2728
34,3471
34,51662
34,172547
34,161
34,1304
34,54001
34,541
34,115569
34,8360
34,3671
35,785
35,2571
35,29
35,1235
35,4848
35,6773
35,1947
35,2997
35,2161
35,5618
35,3000
35,4979
35,68954
35,1682
35,2291
35,1088
35,1285
35,1175
35,1089
35,551
35,2019
35,342
35,1094
35,68237
35,1199
35,2692
35,3911
35,4973
35,1092
35,2105
36,1097
36,3396
36,902
36,2951
36,116
36,1198
36,170
36,2531
37,4148
37,58559
37,3536
37,2145
37,955
37,3911
37,541
37,318
37,3556
37,1917
37,6659
37,1644
37,231
37,1240
37,5015
37,778
37,2797
37,1721
37,410
37,7147
37,914
37,4014
37,1042
37,4865
37,1391
37,7387
37,1198
37,48516
37,3825
37,296
37,3755
37,1387
37,736
37,3039
37,1704
37,7116
37,364
37,1997
37,3252
37,4308
37,1270
37,3978
37,2881
37,6385
37,357
37,47
37,5954
37,7361
37,6367
37,57368
37,922
37,4973
37,919
37,7285
37,2947
37,2804
37,911
37,1291
37,2028
37,588
37,2329
37,30749
37,79132
37,2726
37,2628
37,362
37,930
37,34319
37,527
37,2692
37,2716
37,780
37,3827
37,4306
37,2762
37,2144
37,30825
37,1569
37,4546
37,592
37,1955
37,904
37,4995
37,3504
37,3882
37,41569
37,150
37,3469
37,587
37,5669
37,2542
37,3114
37,4639
37,34048
37,6188
37,2324
37,1994
37,597
37,32587
37,8128
37,3897
37,1907
37,2997
37,1213
37,1035
37,1272
37,2918
37,6502
37,4103
37,4029
37,4069
37,2571
37,1197
37,6957
37,4700
37,1210
37,3255
37,5673
37,3418
37,8376
37,1207
37,3210
37,72011
37,1912
37,3949
37,10
37,7013
37,5989
37,5620
37,3072
37,2396
37,3977
37,1527
37,4489
37,7162
37,356
37,81562
37,7156
37,1148
37,1032
37,69849
37,6377
37,858
37,1060
37,80463
37,2087
37,1265
37,367
37,1073
37,5992
37,915
38,1373
38,1372
38,7153
38,102125
38,2153
38,99114
38,74458
38,26696
38,54259
38,97304
38,97938
38,3578
38,87520
38,5952
38,74530
38,5040
38,93766
38,2420
39,134130
39,318
39,122886
40,1356
40,95
40,1
40,648
40,7
40,628
40,62
40,736
40,5
40,608
40,733
40,780
40,805
40,260
40,14
40,36
40,784
41,91658
41,65261
41,1544
41,48780
41,5299
41,2908
41,3897
41,31658
41,88744
41,1
41,69844
41,79091
41,115664
41,33669
41,6155
41,27731
41,91500
41,102125
41,81847
41,1923
41,4700
41,5690
41,111759
41,3793
41,3000
41,60069
41,2294
41,2572
41,58047
41,293
41,3948
41,55247
41,63082
41,78499
41,2485
41,40815
41,2355
41,1907
41,41566
41,122892
41,2273
41,1566
41,108932
41,40629
41,2687
41,105037
41,8643
41,76093
41,5218
41,81845
41,1580
41,56367
41,2959
41,47122
41,111362
41,2144
41,110102
41,44193
41,99114
41,3785
41,59315
41,74946
41,8533
41,7293
41,72641
41,5618
41,35836
41,106696
41,47099
41,3034
41,112852
41,72737
41,5971
41,99007
41,5952
41,2396
41,48394
41,6874
41,91529
41,4886
41,95441
41,58559
41,587
41,47382
41,45720
41,1721
41,64969
41,4246
41,96588
41,7451
41,88125
41,3578
41,79132
41,54001
41,59369
41,106489
41,296
41,3751
41,6218
41,4993
41,117529
41,96821
41,46578
41,7153
41,3882
41,8360
41,5995
41,66097
41,106920
41,106487
41,117176
41,2081
41,64957
41,1022
41,588
41,4366
41,2018
41,68954
41,134853
41,69406
41,7438
41,116797
41,87232
41,2571
41,89745
41,3114
41,71264
41,1680
41,7444
41,364
42,7934
42,5995
42,6863
42,5504
42,7143
42,7445
43,3082
43,5110
43,3175
43,736
43,4149
43,5505
43,5816
43,1278
43,45517
43,6502
43,1381
43,51084
43,4246
43,2078
43,2470
43,8131
43,3253
43,34
43,4963
43,50802
43,6863
43,3916
43,2428
43,1101
43,8368
43,60
43,5679
43,1196
43,2014
43,1231
43,3489
43,44
43,8533
43,2174
43,661
43,1022
43,788
43,48
43,586
43,1513
43,2581
43,367
43,1258
43,2273
43,2296
43,7149
43,2420
43,282
43,8636
43,595
43,2541
43,7444
43,2248
43,4878
43,783
43,2396
43,593
43,52245
43,1367
43,5103
43,344
43,2572
43,41997
43,2671
43,33085
43,3785
43,2085
43,150
43,1020
43,1405
43,7320
43,6333
43,5299
43,1088
43,8961
43,592
43,356
43,1918
43,2860
43,53125
43,262
43,551
43,1282
43,3270
43,585
